,Locality,Price,Number of bedrooms,Livable surface,Number of bathrooms,Balcony,Furnished,Surface of living-room,Elevator,Terrace,Surface terrace,Garden,Surface garden,Kitchen equipment_Fully equipped,Kitchen equipment_Not equipped,State of the property_New,State of the property_To be renovated,Type of property_house,Subtype of property_apartment,Subtype of property_villa
9852,2,260000,4.0,345.0,2,0,0,101.04904769396175,0,0,0.0,0,1098.1545808169878,0,0,0,1,1,0,0
9853,2,365000,2.0,82.0,2,0,0,24.017454814217,0,0,0.0,0,261.0106539912841,0,0,0,0,0,1,0
9854,2,235000,2.0,60.0,1,1,0,17.573747425036828,0,0,0.0,0,190.98340535947617,0,0,0,0,0,1,0
9855,2,125000,2.0,40.0,1,0,0,11.71583161669122,1,1,3.0,0,127.32227023965078,0,0,0,0,0,1,0
9856,2,150000,1.0,50.0,1,0,0,19.0,0,0,0.0,0,159.15283779956346,0,0,0,0,0,1,0
9857,2,185000,2.0,84.0,1,0,0,24.60324639505156,0,0,0.0,0,267.3767675032666,1,0,0,0,0,1,0
9858,2,219000,2.0,76.0,1,1,0,22.260080071713315,0,0,0.0,0,241.9123134553365,1,0,0,0,0,1,0
9859,2,245000,3.0,104.0,2,0,0,30.46116220339717,1,0,0.0,0,331.037902623092,0,0,0,0,0,1,0
9860,2,304478,2.0,100.0,1,0,0,29.289579041728047,1,1,17.0,0,318.3056755991269,0,0,1,0,0,1,0
9861,2,149500,1.0,45.0,1,0,1,13.18031056877762,1,0,0.0,0,143.2375540196071,0,0,0,0,0,1,0
9862,2,325000,2.0,81.0,1,0,0,29.0,1,0,0.0,0,257.8275972352928,0,0,0,0,0,1,0
9863,2,170000,1.0,63.0,1,0,0,18.45243479628867,0,0,0.0,1,200.53257562745,1,0,0,0,0,1,0
9864,2,209000,1.0,64.0,1,0,0,18.74533058670595,0,0,0.0,0,203.71563238344123,1,0,0,0,0,1,0
9865,2,159000,2.0,40.0,1,0,1,20.0,1,0,0.0,0,127.32227023965078,0,0,0,0,0,1,0
9866,2,185000,1.0,55.0,1,0,0,16.109268472950426,0,1,5.0,0,175.0681215795198,0,0,0,0,0,1,0
9867,2,209000,1.0,77.0,1,1,1,30.0,1,1,8.0,0,245.0953702113277,1,0,0,0,0,1,0
9868,2,289000,2.0,85.0,2,0,0,24.89614218546884,1,0,0.0,0,270.5598242592579,0,0,1,0,0,1,0
9869,2,385000,3.0,128.0,1,0,0,37.4906611734119,1,0,0.0,0,407.43126476688246,0,0,0,0,0,1,0
9870,2,405000,2.0,130.0,1,0,0,38.07645275424646,1,0,0.0,0,413.797378278865,0,0,1,0,0,1,0
9871,2,266500,2.0,83.0,1,0,0,34.0,1,1,9.0,0,264.19371074727536,1,0,1,0,0,1,0
9872,2,265000,1.0,68.0,1,0,0,19.91691374837508,1,0,0.0,0,216.4478594074063,0,0,1,0,0,1,0
9873,2,297500,2.0,83.0,1,0,0,24.31035060463428,1,0,0.0,0,264.19371074727536,0,0,1,0,0,1,0
9874,2,280000,2.0,79.0,1,0,0,23.13876744296516,1,0,0.0,0,251.46148372331027,0,0,1,0,0,1,0
9875,2,290000,2.0,81.0,1,0,0,23.72455902379972,1,0,0.0,0,257.8275972352928,0,0,1,0,0,1,0
9876,2,302500,2.0,86.0,1,0,0,25.18903797588612,1,0,0.0,0,273.7428810152492,0,0,1,0,0,1,0
9877,2,305000,2.0,86.0,1,0,0,25.18903797588612,1,0,0.0,0,273.7428810152492,0,0,1,0,0,1,0
9878,2,229000,1.0,55.0,1,1,1,22.0,1,1,4.0,0,175.0681215795198,1,0,0,0,0,1,0
9879,2,295000,2.0,99.0,1,0,0,28.996683251310767,1,0,0.0,0,315.1226188431357,0,0,1,0,0,1,0
9880,2,340000,2.0,98.0,1,0,0,28.703787460893487,1,0,0.0,0,311.9395620871444,0,0,1,0,0,1,0
9881,2,342500,2.0,98.0,1,0,0,28.703787460893487,1,0,0.0,0,311.9395620871444,0,0,1,0,0,1,0
9882,2,345000,2.0,98.0,1,0,0,28.703787460893487,1,0,0.0,0,311.9395620871444,0,0,1,0,0,1,0
9883,2,285000,2.0,84.0,1,0,0,24.60324639505156,1,0,0.0,0,267.3767675032666,0,0,0,0,0,1,0
9884,2,310000,3.0,88.0,1,0,0,25.77482955672068,0,0,0.0,0,280.1089945272317,0,0,0,0,0,1,0
9885,2,135000,2.0,67.0,1,0,0,19.6240179579578,0,0,0.0,0,213.26480265141504,0,0,0,0,0,1,0
9886,2,319000,2.0,130.0,2,0,0,38.07645275424646,0,1,8.0,0,413.797378278865,1,0,0,0,0,1,0
9887,2,145000,1.0,62.0,1,0,0,24.0,0,0,0.0,0,197.34951887145868,1,0,0,0,0,1,0
9888,2,369000,2.0,124.0,1,0,0,36.31907801174278,1,1,10.0,0,394.69903774291737,0,0,1,0,0,1,0
9889,2,319000,2.0,139.0,2,0,0,40.71251486800199,0,0,0.0,0,442.4448890827864,0,0,0,0,0,1,0
9890,2,235000,2.0,92.0,1,0,1,26.946412718389805,1,1,7.0,0,292.8412215511968,0,0,0,0,0,1,0
9891,2,495000,2.0,100.0,1,0,0,29.289579041728047,1,0,0.0,0,318.3056755991269,0,0,1,0,0,1,0
9892,2,135000,2.0,67.0,1,0,0,19.6240179579578,0,0,0.0,0,213.26480265141504,0,0,1,0,0,1,0
9893,2,185000,2.0,60.0,1,0,0,17.573747425036828,0,0,0.0,0,190.98340535947617,1,0,0,0,0,1,0
9894,2,225000,2.0,85.0,1,0,1,24.89614218546884,1,0,0.0,0,270.5598242592579,0,0,0,0,0,1,0
9895,2,339000,2.0,71.0,1,0,1,20.795601119626912,0,0,0.0,0,225.9970296753801,0,0,0,0,0,1,0
9896,2,390200,2.0,152.0,1,0,0,44.52016014342663,1,1,16.0,0,483.8246269106729,0,0,1,0,0,1,0
9897,2,230400,1.0,70.0,1,0,0,20.50270532920964,1,1,6.0,0,222.81397291938885,0,0,1,0,0,1,0
9898,2,607500,2.0,86.0,1,0,0,25.18903797588612,1,1,17.0,0,273.7428810152492,0,0,1,0,0,1,0
9899,2,357000,2.0,76.0,1,0,0,22.260080071713315,1,1,11.0,0,241.9123134553365,0,0,1,0,0,1,0
9900,2,185000,1.0,57.0,1,0,0,16.69506005378499,1,0,0.0,0,181.4342350915024,0,0,0,0,0,1,0
9901,2,350750,2.0,97.0,2,0,0,28.410891670476207,1,0,0.0,0,308.7565053311531,0,0,1,0,0,1,0
9902,2,299900,2.0,85.0,2,0,0,24.89614218546884,1,0,0.0,0,270.5598242592579,0,0,1,0,0,1,0
9903,2,329900,2.0,95.0,2,0,0,27.825100089641644,1,0,0.0,0,302.3903918191706,0,0,1,0,0,1,0
9904,2,307750,2.0,85.0,2,0,0,24.89614218546884,1,0,0.0,0,270.5598242592579,0,0,1,0,0,1,0
9905,2,145000,1.0,33.0,1,0,1,9.665561083770257,0,0,0.0,0,105.04087294771188,1,0,0,0,0,1,0
9906,2,383000,2.0,110.0,1,0,0,39.0,1,1,18.0,1,30.0,0,0,1,0,0,1,0
9907,2,295000,3.0,93.0,1,0,1,27.239308508807085,1,0,0.0,0,296.024278307188,0,0,0,0,0,1,0
9908,2,293000,2.0,89.0,1,0,0,39.0,1,1,7.0,0,283.292051283223,0,0,1,0,0,1,0
9909,2,375000,2.0,85.0,1,0,1,24.89614218546884,0,0,0.0,0,270.5598242592579,0,0,0,0,0,1,0
9910,2,343000,2.0,94.0,1,0,0,27.532204299224365,1,1,9.0,0,299.2073350631793,0,0,1,0,0,1,0
9911,2,199000,1.0,57.0,1,0,1,16.69506005378499,1,1,6.0,0,181.4342350915024,0,0,0,0,0,1,0
9912,2,155000,1.0,57.0,1,0,1,16.69506005378499,1,0,0.0,0,181.4342350915024,0,0,0,0,0,1,0
9913,2,285000,2.0,73.0,1,0,0,21.381392700461475,1,0,0.0,0,232.36314318736265,0,0,0,0,0,1,0
9914,2,259900,1.0,43.0,1,0,0,12.59451898794306,0,0,0.0,0,136.87144050762458,1,0,0,0,0,1,0
9915,2,210000,2.0,80.0,2,0,0,23.43166323338244,1,1,23.0,0,254.64454047930155,0,0,0,0,0,1,0
9916,2,144000,2.0,90.0,1,0,1,26.36062113755524,0,0,0.0,0,286.4751080392142,0,0,0,1,0,1,0
9917,2,229000,2.0,104.0,1,0,0,30.46116220339717,1,0,0.0,0,331.037902623092,0,0,0,0,0,1,0
9918,2,215000,1.0,53.0,1,0,1,15.523476892115866,1,0,0.0,0,168.70200806753726,1,0,0,0,0,1,0
9919,2,69500,2.0,43.0,1,0,0,12.59451898794306,0,0,0.0,0,136.87144050762458,0,0,0,1,0,1,0
9920,2,112000,2.0,65.0,1,0,0,19.03822637712323,0,0,0.0,0,206.8986891394325,0,0,0,0,0,1,0
9921,2,144000,2.0,67.0,1,0,0,21.0,0,1,4.0,0,213.26480265141504,1,0,0,0,0,1,0
9922,2,145000,1.0,45.0,1,0,0,17.0,1,0,0.0,0,143.2375540196071,1,0,0,0,0,1,0
9923,2,235000,5.0,122.0,1,0,0,12.0,0,1,2.0,0,388.3329242309349,1,0,0,0,0,1,0
9924,2,270000,2.0,76.0,1,0,1,22.260080071713315,1,1,18.0,0,241.9123134553365,0,0,0,0,0,1,0
9925,2,150000,1.0,34.0,1,0,1,9.958456874187537,0,0,0.0,0,108.22392970370316,0,0,0,0,0,1,0
9926,2,358500,2.0,99.0,1,0,0,28.996683251310767,1,0,0.0,0,315.1226188431357,0,0,1,0,0,1,0
9927,2,258250,2.0,85.0,1,0,0,24.89614218546884,1,0,0.0,0,270.5598242592579,0,0,1,0,0,1,0
9928,2,180000,2.0,76.0,1,0,0,22.260080071713315,0,0,0.0,0,241.9123134553365,0,0,0,0,0,1,0
9929,2,250000,2.0,105.0,2,0,1,30.75405799381445,0,0,0.0,0,334.2209593790833,0,0,0,0,0,1,0
9930,2,80000,1.0,26.0,1,0,1,7.615290550849292,0,0,0.0,0,82.759475655773,0,0,0,0,0,1,0
9931,2,95000,2.0,33.0,1,0,1,9.665561083770257,0,0,0.0,0,105.04087294771188,0,0,0,0,0,1,0
9932,2,349000,3.0,126.0,2,1,0,48.0,0,1,12.0,1,401.0651512549,1,0,1,0,0,1,0
9933,2,337820,3.0,100.0,1,1,0,55.0,1,1,8.0,1,318.3056755991269,1,0,1,0,0,1,0
9934,2,337820,3.0,100.0,1,1,0,52.0,0,1,8.0,1,318.3056755991269,1,0,1,0,0,1,0
9935,2,306598,2.0,90.0,1,1,0,50.0,1,1,8.0,1,286.4751080392142,1,0,1,0,0,1,0
9936,2,306598,2.0,90.0,1,1,0,42.0,1,1,8.0,1,286.4751080392142,1,0,1,0,0,1,0
9937,2,425000,3.0,111.0,2,0,0,32.511432736318135,1,0,0.0,0,353.3192999150309,0,0,1,0,0,1,0
9938,2,389000,3.0,123.0,2,1,0,46.0,1,1,16.0,0,391.5159809869261,1,0,1,0,0,1,0
9939,2,371000,2.0,153.0,1,0,0,44.81305593384391,1,0,0.0,0,487.0076836666642,0,0,0,0,1,0,0
9940,2,357065,3.0,365.0,1,0,0,106.90696350230738,0,0,0.0,1,1161.8157159368134,0,0,1,0,1,0,0
9941,2,550000,3.0,194.0,1,0,0,56.821783340952415,0,0,0.0,0,617.5130106623062,1,0,0,0,1,0,0
9942,2,367065,3.0,417.0,1,0,0,122.13754460400595,0,0,0.0,1,1327.3346672483592,0,0,1,0,1,0,1
9943,2,129000,1.0,55.0,1,0,0,16.109268472950426,0,0,0.0,0,175.0681215795198,1,0,0,0,0,0,0
9944,2,369950,3.0,154.0,1,0,0,45.1059517242612,0,0,0.0,0,490.1907404226554,0,0,1,0,1,0,0
9945,2,420000,4.0,188.0,1,0,0,55.06440859844873,0,0,0.0,0,598.4146701263586,0,0,1,0,1,0,0
9946,2,410000,4.0,184.0,1,0,0,53.89282543677961,0,0,0.0,0,585.6824431023936,0,0,1,0,1,0,0
9947,2,380000,4.0,209.0,1,0,0,61.21522019721162,0,0,0.0,0,665.2588620021753,0,0,1,0,1,0,0
9948,2,225000,1.0,64.0,1,1,0,18.74533058670595,0,1,8.0,0,203.71563238344123,1,0,0,0,0,1,0
9949,2,135000,2.0,58.0,1,0,1,16.98795584420227,0,0,0.0,0,184.6172918474936,1,0,0,0,0,1,0
9950,2,128500,2.0,58.0,1,0,1,16.98795584420227,0,0,0.0,0,184.6172918474936,1,0,0,0,0,1,0
9951,2,450000,3.0,284.0,1,0,0,83.18240447850765,0,0,0.0,0,903.9881187015204,0,0,0,1,1,0,0
9952,2,128000,2.0,70.0,1,0,0,20.50270532920964,0,0,0.0,0,222.81397291938885,0,0,0,0,0,1,0
9953,2,189000,3.0,136.0,2,0,0,39.83382749675015,0,0,0.0,1,432.8957188148126,1,0,0,1,1,0,0
9954,2,245000,3.0,130.0,1,0,0,38.07645275424646,0,0,0.0,0,413.797378278865,1,0,0,0,0,0,0
9955,2,545000,2.0,97.0,1,0,1,28.410891670476207,0,0,0.0,0,308.7565053311531,0,0,0,0,0,0,0
9956,2,330000,2.0,70.0,1,0,0,20.50270532920964,0,0,0.0,0,222.81397291938885,0,0,0,0,0,0,0
9957,2,265000,1.0,73.0,1,0,0,21.381392700461475,0,0,0.0,0,232.36314318736265,1,0,0,0,1,0,0
9958,2,229000,2.0,60.0,1,0,0,17.573747425036828,0,0,0.0,0,190.98340535947617,0,0,0,1,1,0,0
9959,2,377590,4.0,153.0,1,0,0,44.81305593384391,0,0,0.0,0,487.0076836666642,0,0,1,0,1,0,0
9960,2,380000,4.0,211.0,1,0,0,61.80101177804618,0,0,0.0,0,671.6249755141578,0,0,1,0,1,0,0
9961,2,380000,4.0,207.0,1,0,0,60.62942861637706,0,0,0.0,0,658.8927484901927,0,0,1,0,1,0,0
9962,2,380000,4.0,194.0,1,0,0,56.821783340952415,0,0,0.0,0,617.5130106623062,0,0,1,0,1,0,0
9963,2,450000,3.0,168.0,1,0,0,49.20649279010312,0,0,0.0,0,534.7535350065332,0,0,0,0,1,0,0
9964,2,361348,3.0,379.0,1,0,0,111.0075045681493,0,0,0.0,1,1206.378510520691,0,0,1,0,1,0,0
9965,2,195000,2.0,61.0,1,0,1,17.866643215454108,0,0,0.0,0,194.16646211546745,0,0,0,1,1,0,0
9966,2,425000,3.0,176.0,2,0,0,51.549659113441365,0,0,0.0,0,560.2179890544634,0,0,0,0,1,0,0
9967,2,377590,4.0,153.0,1,0,0,44.81305593384391,0,0,0.0,0,487.0076836666642,0,0,1,0,1,0,0
9968,2,369950,3.0,154.0,1,0,0,45.1059517242612,0,0,0.0,0,490.1907404226554,0,0,1,0,1,0,0
9969,2,185000,3.0,195.0,1,0,0,57.11467913136969,0,0,0.0,0,620.6960674182975,0,0,0,1,1,0,0
9970,2,339990,3.0,148.0,1,0,0,43.34857698175751,0,0,0.0,0,471.0923998867078,0,0,1,0,1,0,0
9971,2,369950,3.0,154.0,1,0,0,45.1059517242612,0,0,0.0,0,490.1907404226554,0,0,1,0,1,0,0
9972,2,377590,4.0,153.0,1,0,0,44.81305593384391,0,0,0.0,0,487.0076836666642,0,0,1,0,1,0,0
9973,2,129000,1.0,36.0,1,1,1,10.544248455022098,1,1,2.0,0,114.5900432156857,1,0,0,0,0,1,0
9974,2,245000,3.0,124.0,2,0,0,36.31907801174278,0,0,0.0,0,394.69903774291737,1,0,0,0,0,1,0
9975,2,350000,3.0,121.0,1,1,0,35.44039064049094,1,0,0.0,0,385.1498674749436,1,0,0,0,0,1,0
9976,2,699000,3.0,120.0,1,0,0,35.147494850073656,0,0,0.0,0,381.96681071895233,1,0,0,0,0,1,0
9977,2,178500,2.0,70.0,1,0,0,20.50270532920964,0,0,0.0,0,222.81397291938885,1,0,0,0,0,1,0
9978,2,79000,2.0,40.0,1,1,1,11.71583161669122,0,0,0.0,0,127.32227023965078,1,0,0,0,0,1,0
9979,2,184000,2.0,62.0,1,0,0,18.15953900587139,0,0,0.0,0,197.34951887145868,0,0,0,0,0,1,0
9980,2,290000,2.0,80.0,1,0,1,23.43166323338244,0,1,18.0,0,254.64454047930155,1,0,0,0,0,1,0
9981,2,345000,3.0,107.0,1,1,0,31.33984957464901,0,0,0.0,0,340.5870728910658,1,0,0,0,0,1,0
9982,2,299000,2.0,78.0,1,0,1,22.84587165254788,1,1,5.0,0,248.278426967319,1,0,0,0,0,1,0
9983,2,565000,3.0,130.0,2,0,0,38.07645275424646,0,1,8.0,0,413.797378278865,1,0,0,0,0,1,0
9984,2,399000,2.0,65.0,1,0,0,19.03822637712323,0,1,25.0,0,206.8986891394325,1,0,0,0,0,1,0
9985,2,330000,2.0,70.0,1,0,0,20.50270532920964,0,0,0.0,0,222.81397291938885,0,0,0,0,0,1,0
9986,2,340000,1.0,53.0,1,0,0,15.523476892115866,1,0,0.0,0,168.70200806753726,0,0,0,0,0,1,0
9987,2,235000,1.0,65.0,1,0,0,19.03822637712323,1,0,0.0,0,206.8986891394325,0,0,0,0,0,1,0
9988,2,799000,2.0,115.0,2,0,0,33.683015897987254,1,0,0.0,0,366.051526938996,0,0,0,0,0,1,0
9989,2,275000,2.0,71.0,1,0,0,20.795601119626912,0,1,50.0,0,225.9970296753801,0,0,0,0,0,1,0
9990,2,195000,1.0,50.0,1,0,0,14.644789520864023,1,1,5.0,0,159.15283779956346,0,0,0,0,0,1,0
9991,2,495000,3.0,100.0,1,0,1,29.289579041728047,0,0,0.0,0,318.3056755991269,1,0,0,0,1,0,0
9992,2,425000,2.0,140.0,1,0,0,37.0,0,1,11.0,1,144.0,1,0,0,0,1,0,1
9993,2,440000,2.0,106.0,2,0,0,31.04695378423173,1,0,0.0,0,337.4040161350745,0,0,0,0,0,1,0
9994,2,350000,2.0,117.0,1,0,0,29.0,0,1,65.0,0,372.4176404509785,1,0,0,0,1,0,0
9995,2,125000,1.0,38.0,1,0,0,20.0,0,1,4.0,0,120.95615672766824,1,0,0,0,0,0,0
9996,2,360000,2.0,95.0,1,0,0,40.0,0,1,4.0,0,302.3903918191706,1,0,0,0,0,1,0
9997,2,159600,1.0,45.0,1,0,1,13.18031056877762,1,0,0.0,0,143.2375540196071,1,0,0,0,0,1,0
9998,2,189000,2.0,43.0,1,1,0,12.59451898794306,1,0,0.0,0,136.87144050762458,1,0,0,0,0,1,0
9999,2,169000,3.0,126.0,1,0,0,36.90486959257734,0,0,0.0,1,401.0651512549,1,0,0,1,1,0,0
10000,2,493350,3.0,140.0,1,0,0,41.00541065841927,0,1,6.0,0,445.6279458387777,0,0,1,0,0,0,0
10001,2,199000,3.0,103.0,1,0,0,30.16826641297989,0,1,9.0,0,327.8548458671007,1,0,0,0,0,0,0
10002,2,249000,4.0,183.0,1,0,0,53.59992964636233,0,0,0.0,0,582.4993863464023,1,0,0,0,1,0,0
10003,2,199000,3.0,130.0,1,0,0,38.07645275424646,0,0,0.0,0,413.797378278865,0,0,0,0,1,0,0
10004,2,255000,3.0,131.0,1,0,0,38.369348544663744,0,0,0.0,0,416.9804350348562,1,0,0,0,1,0,0
10005,2,595000,5.0,280.0,1,0,0,82.01082131683853,0,0,0.0,0,891.2558916775554,1,0,0,0,1,0,0
10006,2,493350,3.0,140.0,1,0,0,41.00541065841927,0,1,6.0,0,445.6279458387777,0,0,1,0,0,1,0
10007,2,375000,3.0,90.0,1,0,1,26.36062113755524,1,0,0.0,0,286.4751080392142,1,0,0,0,0,1,0
10008,2,232000,2.0,62.0,1,0,0,18.15953900587139,0,0,0.0,0,197.34951887145868,1,0,0,0,0,1,0
10009,2,289000,2.0,73.0,1,0,1,21.381392700461475,1,0,0.0,0,232.36314318736265,0,0,0,0,0,1,0
10010,2,235000,2.0,62.0,1,0,1,18.15953900587139,1,0,0.0,0,197.34951887145868,0,0,0,0,0,1,0
10011,2,450000,3.0,100.0,1,0,1,29.289579041728047,1,0,0.0,0,318.3056755991269,0,0,0,0,0,1,0
10012,2,439000,3.0,250.0,1,0,0,73.22394760432012,0,0,0.0,1,795.7641889978173,1,0,0,0,1,0,0
10013,2,250000,2.0,98.0,1,0,0,28.703787460893487,1,0,0.0,0,311.9395620871444,0,0,1,0,0,1,0
10014,2,325000,4.0,195.0,1,0,0,57.11467913136969,0,1,60.0,1,185.0,0,0,0,0,1,0,0
10015,2,45000,2.0,58.0,1,0,1,16.98795584420227,0,0,0.0,1,70.0,0,0,0,0,1,0,0
10016,2,149000,1.0,34.0,1,0,1,9.958456874187537,1,0,0.0,0,108.22392970370316,1,0,0,0,0,0,0
10017,2,123000,1.0,38.0,1,0,1,11.130040035856656,1,0,0.0,0,120.95615672766824,0,0,0,0,0,0,0
10018,2,149000,1.0,35.0,1,0,1,10.251352664604816,1,0,0.0,0,111.40698645969442,1,0,0,0,0,0,0
10019,2,595000,2.0,70.0,1,0,0,30.0,0,1,94.0,0,222.81397291938885,1,0,0,0,0,0,0
10020,2,219000,2.0,93.0,1,0,0,27.239308508807085,1,0,0.0,0,296.024278307188,0,0,0,0,0,0,0
10021,2,189000,2.0,65.0,1,0,0,19.03822637712323,0,1,20.0,0,206.8986891394325,1,0,0,0,0,0,0
10022,2,540000,3.0,100.0,1,0,1,29.289579041728047,0,0,0.0,0,318.3056755991269,1,0,0,0,1,0,0
10023,2,269000,4.0,183.0,1,0,0,53.59992964636233,0,0,0.0,0,582.4993863464023,1,0,0,0,1,0,0
10024,2,250000,5.0,250.0,1,0,0,73.22394760432012,0,0,0.0,0,795.7641889978173,1,0,0,0,1,0,0
10025,2,45000,2.0,58.0,1,0,1,16.98795584420227,0,0,0.0,1,70.0,0,0,0,0,1,0,0
10026,2,368000,5.0,182.0,1,0,0,53.30703385594504,0,0,0.0,0,579.316329590411,0,0,0,0,1,0,0
10027,2,229000,3.0,81.0,1,0,1,23.0,0,1,38.0,0,257.8275972352928,0,0,0,0,1,0,0
10028,2,282500,3.0,127.0,1,0,0,37.19776538299462,0,0,0.0,0,404.2482080108912,0,0,1,0,1,0,0
10029,2,250000,3.0,147.0,1,0,0,43.05568119134023,0,0,0.0,0,467.9093431307166,0,0,1,0,1,0,0
10030,2,335000,3.0,127.0,1,0,0,37.19776538299462,0,0,0.0,0,404.2482080108912,0,0,1,0,1,0,0
10031,2,275000,2.0,78.0,1,0,1,22.84587165254788,1,0,0.0,0,248.278426967319,1,0,0,0,0,1,0
10032,2,350000,2.0,78.0,1,0,1,22.84587165254788,1,0,0.0,0,248.278426967319,0,0,0,0,0,1,0
10033,2,285000,2.0,70.0,1,0,1,20.50270532920964,1,0,0.0,0,222.81397291938885,0,0,0,0,0,1,0
10034,2,189000,2.0,51.0,1,0,0,20.0,0,1,3.0,0,162.33589455555477,1,0,0,0,0,1,0
10035,2,209000,3.0,80.0,1,0,1,18.0,0,1,24.0,0,254.64454047930155,0,0,0,0,0,1,0
10036,2,195000,3.0,87.0,1,0,0,25.481933766303403,1,1,50.0,0,276.9259377712404,0,0,0,0,0,1,0
10037,2,315000,2.0,86.0,1,1,0,25.18903797588612,1,0,0.0,0,273.7428810152492,1,0,0,0,0,1,0
10038,2,239000,2.0,62.0,1,0,0,18.15953900587139,0,0,0.0,0,197.34951887145868,1,0,0,0,0,1,0
10039,2,275000,1.0,57.0,1,0,0,16.69506005378499,1,0,0.0,0,181.4342350915024,0,0,0,0,0,1,0
10040,2,215000,1.0,60.0,1,0,0,17.573747425036828,0,0,0.0,0,190.98340535947617,1,0,0,0,0,1,0
10041,2,179000,2.0,76.0,1,0,0,22.260080071713315,1,0,0.0,0,241.9123134553365,1,0,0,0,0,1,0
10042,2,195000,1.0,71.0,1,0,0,36.0,0,1,4.0,0,225.9970296753801,1,0,0,0,0,1,0
10043,2,255000,2.0,81.0,1,0,0,23.72455902379972,0,1,4.0,0,257.8275972352928,1,0,0,0,0,1,0
10044,2,299000,3.0,72.0,2,0,1,21.0884969100442,1,1,30.0,0,229.1800864313714,0,0,0,0,0,1,0
10045,2,265000,2.0,89.0,1,0,0,35.0,0,1,3.0,0,283.292051283223,1,0,0,0,0,1,0
10046,2,345000,3.0,95.0,2,0,0,27.825100089641644,1,0,0.0,0,302.3903918191706,0,0,0,0,0,1,0
10047,2,395000,2.0,80.0,2,0,1,23.43166323338244,1,0,0.0,0,254.64454047930155,0,0,0,0,0,1,0
10048,2,265000,2.0,42.0,1,0,1,12.30162319752578,1,0,0.0,0,133.6883837516333,0,0,0,0,0,1,0
10049,2,255000,2.0,85.0,1,0,0,35.0,0,1,3.0,0,270.5598242592579,1,0,0,0,0,1,0
10050,2,340000,2.0,80.0,1,0,0,23.43166323338244,1,0,0.0,0,254.64454047930155,0,0,0,1,0,1,0
10051,2,225000,2.0,60.0,1,1,0,17.573747425036828,1,0,0.0,0,190.98340535947617,0,0,0,0,0,1,0
10052,2,399000,2.0,110.0,1,0,1,32.21853694590085,0,0,0.0,0,350.1362431590396,1,0,0,0,0,1,0
10053,2,399000,2.0,110.0,1,0,1,32.21853694590085,1,0,0.0,0,350.1362431590396,0,0,0,0,0,1,0
10054,2,195000,1.0,67.0,1,0,0,19.6240179579578,1,0,0.0,0,213.26480265141504,0,0,1,0,0,1,0
10055,2,395000,2.0,95.0,1,0,1,27.825100089641644,0,1,10.0,0,302.3903918191706,0,0,1,0,0,1,0
10056,2,464400,3.0,125.0,2,0,0,36.61197380216006,1,0,0.0,0,397.8820944989087,0,0,1,0,0,1,0
10057,2,249000,2.0,78.0,1,0,0,22.84587165254788,1,0,0.0,0,248.278426967319,0,0,1,0,0,1,0
10058,2,164900,1.0,55.0,1,0,1,16.109268472950426,1,0,0.0,0,175.0681215795198,0,0,0,0,0,1,0
10059,2,295000,2.0,129.0,1,0,0,37.783556963829184,1,0,0.0,0,410.61432152287375,0,0,1,0,0,1,0
10060,2,198000,1.0,67.0,1,0,0,19.6240179579578,1,0,0.0,0,213.26480265141504,0,0,1,0,0,1,0
10061,2,139000,3.0,130.0,1,0,0,38.07645275424646,0,0,0.0,0,413.797378278865,0,0,0,1,1,0,0
10062,2,381043,3.0,144.0,1,0,0,42.17699382008839,0,0,0.0,0,458.3601728627428,0,0,1,0,1,0,0
10063,2,220000,2.0,95.0,1,0,0,27.825100089641644,0,0,0.0,0,302.3903918191706,1,0,0,0,0,1,0
10064,2,205000,4.0,166.0,1,0,0,40.0,0,1,10.0,0,528.3874214945507,0,0,0,0,1,0,0
10065,2,149000,2.0,137.0,1,0,0,40.12672328716742,0,0,0.0,0,436.0787755708039,1,0,0,0,1,0,0
10066,2,299000,3.0,115.0,1,0,0,33.683015897987254,0,0,0.0,0,366.051526938996,1,0,0,0,1,0,0
10067,2,160000,2.0,137.0,1,0,0,40.12672328716742,0,0,0.0,0,436.0787755708039,1,0,0,0,1,0,0
10068,2,375000,3.0,189.0,1,0,0,55.35730438886601,0,0,0.0,0,601.5977268823499,1,0,0,0,1,0,0
10069,2,575000,2.0,134.0,2,0,1,39.24803591591559,1,1,13.0,0,426.5296053028301,1,0,0,0,0,1,0
10070,2,224000,1.0,82.0,1,0,0,24.017454814217,1,0,0.0,0,261.0106539912841,0,0,1,0,0,1,0
10071,2,188000,2.0,64.0,1,0,0,18.74533058670595,0,0,0.0,0,203.71563238344123,0,0,0,0,0,1,0
10072,2,375000,3.0,132.0,1,0,0,38.66224433508102,0,0,0.0,0,420.1634917908476,0,0,0,0,1,0,0
10073,2,179000,1.0,100.0,1,0,0,29.289579041728047,0,0,0.0,0,318.3056755991269,1,0,0,0,0,0,0
10074,2,289000,3.0,80.0,1,0,0,23.43166323338244,0,1,16.0,0,254.64454047930155,0,0,1,0,1,0,0
10075,2,149000,1.0,34.0,1,0,0,9.958456874187537,0,0,0.0,0,108.22392970370316,0,0,0,0,0,1,0
10076,2,275000,3.0,129.0,1,0,0,37.783556963829184,1,0,0.0,0,410.61432152287375,1,0,1,0,0,0,0
